Site,Total_Samples,ACC_Mean,ACC_Std,AUC_Mean,AUC_Std,F1_Mean,Sens_Mean,Spec_Mean,TN_Total,FP_Total,FN_Total,TP_Total
CALTECH,37,0.5761904761904761,0.13776901122355031,0.6847222222222222,0.14120294474598705,0.5071428571428571,0.4666666666666666,0.6833333333333333,12,6,10,9
CMU,27,0.35,0.3027650354097492,0.4722222222222222,0.3433674920080543,0.26,0.26666666666666666,0.4333333333333333,6,7,10,4
KKI,48,0.45999999999999996,0.18585803688983482,0.40166666666666667,0.1733974240485327,0.4371428571428571,0.5,0.43999999999999995,12,16,10,10
LEUVEN,63,0.6,0.1617621568778206,0.6125396825396826,0.1578007712158641,0.5516083916083916,0.5399999999999999,0.6523809523809524,22,12,13,16
MAX_MUN,52,0.5743434343434343,0.13345112641913695,0.5726666666666667,0.17603534998529258,0.4753968253968254,0.42000000000000004,0.7066666666666667,20,8,14,10
NYU,175,0.5828571428571429,0.07450517034517316,0.6226666666666667,0.07672171936435093,0.4945125389174333,0.49333333333333335,0.65,65,35,38,37
OHSU,26,0.5466666666666666,0.31144823004794875,0.55,0.34712220781807357,0.5133333333333333,0.5666666666666667,0.5333333333333333,8,6,6,6
OLIN,34,0.5809523809523809,0.15576597365520123,0.538888888888889,0.3111111111111111,0.5633333333333332,0.5166666666666667,0.6666666666666666,10,5,9,10
PITT,56,0.603030303030303,0.1576048924114648,0.6133333333333333,0.13266499161421602,0.6295238095238095,0.6533333333333333,0.54,15,12,10,19
SBL,30,0.5666666666666667,0.09128709291752767,0.6000000000000001,0.26851213274654606,0.36333333333333334,0.4,0.7333333333333333,11,4,9,6
SDSU,36,0.5904761904761905,0.247235279534924,0.5666666666666667,0.24244128727957576,0.488095238095238,0.5,0.64,14,8,7,7
STANFORD,39,0.4035714285714286,0.21819353420151327,0.36666666666666664,0.22306264690540287,0.4688311688311688,0.5666666666666667,0.25,5,15,8,11
TRINITY,47,0.49111111111111116,0.14452988925785865,0.502,0.10684568311354467,0.37936507936507935,0.38,0.6,15,10,14,8
UCLA,98,0.5521052631578948,0.11801685404778073,0.6024747474747475,0.11045910628744116,0.5991530208921513,0.6090909090909091,0.4833333333333333,21,23,21,33
UM,140,0.5791096515234446,0.08069751591257136,0.6114285714285714,0.09597528160618517,0.5743871556285349,0.6065934065934065,0.5542857142857143,41,33,26,40
USM,71,0.5780952380952381,0.08176067059556098,0.5093333333333334,0.10746368895791937,0.6648692810457517,0.6511111111111111,0.44000000000000006,11,14,16,30
YALE,56,0.5375757575757576,0.21921420312179,0.6395555555555557,0.16143431183313242,0.5527738927738928,0.58,0.49333333333333335,14,14,12,16
